uuid;timefrom;timeto;latitude;longitude;accuracy;speed;speedaccuracy;altitude;altitudeaccuracy;daypart;lastupdated
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:28;07.04.2020 17:28;59.921144;10.676477;6.137;1.13;0;-1.7;3.9;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:28;07.04.2020 17:28;59.921285;10.676734;5.144;1.408;0;0.4;3.8;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:29;07.04.2020 17:29;59.921380;10.676778;5.803;1.013;0;7.6;3.5;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:29;07.04.2020 17:29;59.921454;10.676676;4.803;1.165;0;13.8;3.7;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:29;07.04.2020 17:29;59.921478;10.676659;4.542;1.111;0;14.7;3.6;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:29;07.04.2020 17:29;59.921609;10.676860;4.677;0.772;0;14.4;3.5;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:29;07.04.2020 17:29;59.921680;10.676996;4.712;0.749;0;15.8;3.4;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:30;07.04.2020 17:30;59.921801;10.677294;4.809;0.472;0;18;3.3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:30;07.04.2020 17:30;59.921848;10.677447;4.79;0.993;0;20.2;3.3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:30;07.04.2020 17:30;59.921920;10.677570;4.777;1.175;0;22.5;3.3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:30;07.04.2020 17:30;59.922002;10.677902;4.734;1.017;0;19;3.4;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:30;07.04.2020 17:30;59.922042;10.678150;4.839;1.218;0;17.9;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:30;07.04.2020 17:30;59.921982;10.678300;4.994;1.36;0;17.3;3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:31;07.04.2020 17:31;59.921779;10.678631;22.566;0.914;0;15;3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:31;07.04.2020 17:31;59.922358;10.679225;41.405;3.158;0;17.3;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:31;07.04.2020 17:31;59.922572;10.678962;20.181;0.952;0;11.5;3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:31;07.04.2020 17:31;59.922680;10.679050;6.054;0.853;0;11.2;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:32;07.04.2020 17:32;59.922762;10.679158;5.285;1.695;0;6.7;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:32;07.04.2020 17:32;59.922859;10.679169;4.993;0.824;0;5.3;3.3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:32;07.04.2020 17:32;59.922951;10.679156;5.078;0.718;0;2.5;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:32;07.04.2020 17:32;59.923044;10.679195;5.219;0.784;0;2.4;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:32;07.04.2020 17:32;59.923103;10.679300;6.01;0.043;0;2.7;3.2;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:32;07.04.2020 17:32;59.923186;10.679448;5.984;0.673;0;6;3.1;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:33;07.04.2020 17:33;59.923287;10.679467;5.534;0.889;0;9.4;3.1;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:33;07.04.2020 17:33;59.923386;10.679546;5.726;0.987;0;11.3;3.1;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:33;07.04.2020 17:33;59.923573;10.679733;6.308;0.614;0;10.7;3;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:33;07.04.2020 17:33;59.923694;10.679779;6.709;1.255;0;11.4;2.9;98;08.04.2020 10:37
7b0aae906eb811eab2dbf2c0332c0ef9;07.04.2020 17:33;07.04.2020 17:33;59.923952;10.680277;65;0.771;0;13.3;10;98;08.04.2020 10:37
