"uuid","timefrom","timeto","latitude","longitude","accuracy","speed","speedaccuracy","altitude","altitudeaccuracy","daypart"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:04:18.0000000","2020-03-30T21:04:40.0000000","59.746110","10.782989","12","27.969","0","82.803","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:04:40.0000000","2020-03-30T21:07:28.0000000","59.751247","10.784397","48","26.747","0","104.925","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:07:28.0000000","2020-03-30T21:07:43.0000000","59.773422","10.835133","16","24.457","0","153.4","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:07:43.0000000","2020-03-30T21:08:04.0000000","59.776157","10.838697","8","13.264","0","152.097","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:08:04.0000000","2020-03-30T21:08:27.0000000","59.780588","10.839213","24","26.124","0","213.276","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:08:27.0000000","2020-03-30T21:08:52.0000000","59.785422","10.839158","6","25.079","0","191.296","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:08:52.0000000","2020-03-30T21:09:16.0000000","59.790946","10.840289","48","26.131","0","151.319","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:09:16.0000000","2020-03-30T21:09:33.0000000","59.796774","10.842867","12","26.048","0","213.504","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:09:33.0000000","2020-03-30T21:09:50.0000000","59.800456","10.843189","32","24.07","0","193.55","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:09:50.0000000","2020-03-30T21:10:06.0000000","59.804186","10.842720","24","25.533","0","214.071","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:10:06.0000000","2020-03-30T21:10:22.0000000","59.807995","10.841601","12","25.206","0","210.561","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:10:22.0000000","2020-03-30T21:10:38.0000000","59.811647","10.840015","6","24.544","0","189.773","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:10:38.0000000","2020-03-30T21:10:55.0000000","59.815109","10.842058","24","25.595","0","224.978","48","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:10:53.0000000","2020-03-30T21:10:53.0000000","59.817535","10.846262","8","22.829","0.944","195.425","15.89","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:10:55.0000000","2020-03-30T21:11:17.0000000","59.817805","10.846589","16","23.062","0","211.118","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:11:17.0000000","2020-03-30T21:11:32.0000000","59.822594","10.845682","24","23.955","0","180.829","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:11:32.0000000","2020-03-30T21:11:53.0000000","59.825825","10.844205","24","24.468","0","183.694","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:11:53.0000000","2020-03-30T21:12:08.0000000","59.830051","10.842531","32","23.637","0","170.667","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:12:08.0000000","2020-03-30T21:12:29.0000000","59.833080","10.840681","12","22.409","0","158.628","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:12:29.0000000","2020-03-30T21:12:48.0000000","59.837204","10.839727","48","22.718","0","184.315","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:12:48.0000000","2020-03-30T21:13:04.0000000","59.840705","10.839197","16","20.195","0","187.965","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:13:04.0000000","2020-03-30T21:13:28.0000000","59.843860","10.837921","12","20.606","0","194.466","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:13:28.0000000","2020-03-30T21:13:48.0000000","59.848352","10.836509","16","21.431","0","189.063","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:13:48.0000000","2020-03-30T21:14:04.0000000","59.852307","10.834420","48","22.205","0","194.81","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:14:04.0000000","2020-03-30T21:14:22.0000000","59.855409","10.832907","32","24.119","0","164.728","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:14:22.0000000","2020-03-30T21:14:47.0000000","59.859145","10.831317","24","23.552","0","187.047","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:14:47.0000000","2020-03-30T21:15:04.0000000","59.864144","10.830814","16","21.242","0","169.16","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:15:04.0000000","2020-03-30T21:15:20.0000000","59.867313","10.830173","48","22.013","0","160.211","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:15:20.0000000","2020-03-30T21:15:36.0000000","59.870231","10.828415","6","21.074","0","173.046","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:15:36.0000000","2020-03-30T21:15:56.0000000","59.872806","10.825511","8","20.774","0","162.912","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:15:56.0000000","2020-03-30T21:16:13.0000000","59.876318","10.822342","24","22.147","0","120.59","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:16:13.0000000","2020-03-30T21:16:29.0000000","59.879108","10.818610","12","21.719","0","151.995","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:16:29.0000000","2020-03-30T21:16:46.0000000","59.881900","10.815921","24","20.688","0","130.648","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:16:46.0000000","2020-03-30T21:17:04.0000000","59.884869","10.812776","24","21.222","0","179.835","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:17:04.0000000","2020-03-30T21:17:29.0000000","59.887364","10.807943","6","20.901","0","184.342","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:17:29.0000000","2020-03-30T21:17:54.0000000","59.892056","10.804602","48","21.441","0","194.053","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:17:54.0000000","2020-03-30T21:18:13.0000000","59.896010","10.808689","8","21.568","0","188.806","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:18:13.0000000","2020-03-30T21:18:28.0000000","59.898286","10.813945","12","18.415","0","216.874","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:18:28.0000000","2020-03-30T21:18:46.0000000","59.899957","10.816658","24","17.144","0","213.237","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:18:46.0000000","2020-03-30T21:19:22.0000000","59.902761","10.819741","8","17.517","0","162.368","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:19:22.0000000","2020-03-30T21:19:43.0000000","59.908335","10.820217","20","16.602","0","141.756","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:19:43.0000000","2020-03-30T21:20:03.0000000","59.911831","10.817749","6","18.938","0","151.826","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:20:03.0000000","2020-03-30T21:20:18.0000000","59.914539","10.814989","6","17.017","0","147.882","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:20:18.0000000","2020-03-30T21:20:34.0000000","59.916829","10.812773","24","17.236","0","116.885","48","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:20:19.0000000","2020-03-30T21:29:38.0000000","59.916758","10.812584","3669.264","17.63","0.276","121.323","15.747","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:20:34.0000000","2020-03-30T21:20:50.0000000","59.918342","10.808958","48","19.045","0","122.139","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:20:50.0000000","2020-03-30T21:21:06.0000000","59.921196","10.808060","16","16.708","0","175.664","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:21:06.0000000","2020-03-30T21:21:30.0000000","59.923607","10.807266","12","17.78","0","138.002","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:21:30.0000000","2020-03-30T21:22:52.0000000","59.926568","10.802861","48","18.515","0","132.389","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:22:52.0000000","2020-03-30T21:23:06.0000000","59.936704","10.786941","128","21.167","0","197.856","256","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:23:06.0000000","2020-03-30T21:23:27.0000000","59.938382","10.783352","8","11.386","0","169.758","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:23:27.0000000","2020-03-30T21:23:42.0000000","59.941954","10.781242","8","21.298","0","167.556","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:23:42.0000000","2020-03-30T21:24:03.0000000","59.945060","10.779678","32","19.958","0","130.274","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:24:03.0000000","2020-03-30T21:24:23.0000000","59.948064","10.778370","12","17.035","0","170.601","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:24:23.0000000","2020-03-30T21:24:39.0000000","59.950900","10.776632","32","14.53","0","166.117","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:24:39.0000000","2020-03-30T21:25:03.0000000","59.952114","10.772977","24","12.729","0","192.458","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:25:03.0000000","2020-03-30T21:26:56.0000000","59.953534","10.767342","32","16.436","0","169.737","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:26:56.0000000","2020-03-30T21:27:12.0000000","59.949816","10.731358","48","23.416","0","125.212","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:27:12.0000000","2020-03-30T21:27:27.0000000","59.948531","10.727172","48","11.158","0","146.745","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:27:27.0000000","2020-03-30T21:27:46.0000000","59.947142","10.721972","12","20.594","0","146.963","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:27:46.0000000","2020-03-30T21:28:11.0000000","59.945930","10.715948","24","19.762","0","119.405","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:28:11.0000000","2020-03-30T21:28:28.0000000","59.946321","10.707950","16","18.101","0","170.113","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:28:28.0000000","2020-03-30T21:28:53.0000000","59.944667","10.703779","8","17.326","0","111.541","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:28:53.0000000","2020-03-30T21:29:11.0000000","59.942972","10.697451","12","13.604","0","150.945","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:29:11.0000000","2020-03-30T21:29:31.0000000","59.940684","10.693963","48","14.97","0","176.269","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:29:31.0000000","2020-03-30T21:29:48.0000000","59.939468","10.688591","32","16.985","0","100.333","64","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:29:38.0000000","2020-03-30T21:36:05.0000000","59.938882","10.687277","37.265","0","0","110.7","2","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:29:48.0000000","2020-03-30T21:30:05.0000000","59.938429","10.684667","32","13.792","0","152.68","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:30:05.0000000","2020-03-30T21:30:21.0000000","59.938074","10.681629","12","12.732","0","112.83","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:30:21.0000000","2020-03-30T21:30:45.0000000","59.939551","10.679153","48","12.158","0","130.226","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:30:45.0000000","2020-03-30T21:31:04.0000000","59.940701","10.674611","12","13.948","0","146.819","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:31:04.0000000","2020-03-30T21:31:28.0000000","59.941962","10.673029","24","10.6","0","160.859","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:31:28.0000000","2020-03-30T21:31:49.0000000","59.942223","10.667633","8","13.632","0","159.989","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:31:49.0000000","2020-03-30T21:32:08.0000000","59.942618","10.663100","12","11.193","0","193.077","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:32:08.0000000","2020-03-30T21:32:23.0000000","59.943904","10.659981","48","12.308","0","162.994","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:32:23.0000000","2020-03-30T21:32:40.0000000","59.944921","10.656931","16","13.733","0","184.058","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:32:40.0000000","2020-03-30T21:33:03.0000000","59.945405","10.653079","32","13.325","0","150.5","64","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:33:03.0000000","2020-03-30T21:33:23.0000000","59.946715","10.648271","48","11.583","0","210.655","96","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:33:23.0000000","2020-03-30T21:33:38.0000000","59.948131","10.645492","24","10.314","0","208.209","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:33:38.0000000","2020-03-30T21:33:53.0000000","59.949397","10.644936","24","9.359","0","212.576","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:33:53.0000000","2020-03-30T21:34:19.0000000","59.950416","10.644697","12","11.074","0","202.595","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:34:19.0000000","2020-03-30T21:34:35.0000000","59.953190","10.644107","16","10.389","0","220.191","32","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:34:35.0000000","2020-03-30T21:34:57.0000000","59.954538","10.643459","12","12.568","0","217.785","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:34:57.0000000","2020-03-30T21:35:14.0000000","59.956812","10.642489","8","11.59","0","194.872","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:35:14.0000000","2020-03-30T21:35:31.0000000","59.957849","10.640983","12","6.157","0","200.547","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:35:31.0000000","2020-03-30T21:35:54.0000000","59.958249","10.639554","24","7.103","0","182.061","48","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:35:54.0000000","2020-03-30T21:36:44.0000000","59.959149","10.638543","12","1.538","0","207.534","24","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:36:05.0000000","2020-03-30T21:39:52.0000000","59.958875","10.639062","122.4","0","0","0","0","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:36:44.0000000","2020-03-30T21:37:29.0000000","59.959160","10.638776","6","0.158","0","200.982","12","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:37:29.0000000","2020-03-30T21:37:54.0000000","59.959277","10.638769","12","0.203","0","201.912","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:37:54.0000000","2020-03-30T21:38:54.0000000","59.959155","10.638864","12","0.321","0","202.248","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:38:54.0000000","2020-03-30T21:39:12.0000000","59.959140","10.638561","8","0.244","0","196.052","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:39:12.0000000","2020-03-30T21:40:40.0000000","59.959168","10.638767","3.9","0.121","0","204.565","7.8","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:39:52.0000000","2020-03-30T21:45:05.0000000","59.960200","10.638451","17.294","0","0","206.7","4.3","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:40:40.0000000","2020-03-30T21:41:04.0000000","59.959263","10.638792","8","0.596","0","191.383","16","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:41:04.0000000","2020-03-30T21:41:40.0000000","59.959165","10.638975","12","0.425","0","191.136","24","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:41:40.0000000","2020-03-30T21:46:26.0000000","59.959240","10.638689","8","0.803","0","225.901","16","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:45:05.0000000","2020-03-30T21:47:49.0000000","59.959978","10.638945","22.239","0","0","204.9","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:46:26.0000000","2020-03-30T21:46:46.0000000","59.959683","10.639268","40.616","0","0","199.4","9.5","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:46:46.0000000","2020-03-30T21:47:11.0000000","59.959241","10.638846","8","2.922","0","199.4","9.5","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:47:11.0000000","2020-03-30T21:47:33.0000000","59.959544","10.639510","21.159","1.027","0","202.1","8","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:47:33.0000000","2020-03-30T21:48:14.0000000","59.959855","10.639165","18.779","0.249","0","204.9","2.8","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:47:49.0000000","2020-03-30T21:47:49.0000000","59.960155","10.638718","17.917","0","0","207.1","9.5","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-31T08:50:09.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-30T22:36:58.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-31T06:44:19.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-31T06:34:21.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-30T22:42:12.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-30T21:48:24.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T21:48:14.0000000","2020-03-31T10:51:50.0000000","59.960122","10.638652","22.382","0.056","0","207.1","3.7","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T21:48:30.0000000","2020-03-30T21:48:30.0000000","59.960221","10.638419","17.645","0","0","206.7","3.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T22:36:58.0000000","2020-03-30T22:36:58.0000000","59.960072","10.638478","128.432","0.898","0","206.9","2","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-30T22:42:12.0000000","2020-03-30T22:42:12.0000000","59.960204","10.638424","16.486","0","0","206.9","2","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T23:03:11.0000000","2020-03-30T23:03:26.0000000","59.960301","10.638336","35.397","0.16","0.617","207.6","5.1","90"
"5964e234729011ea80ea42a51fad92d3","2020-03-30T23:21:28.0000000","2020-03-30T23:21:28.0000000","59.960217","10.638525","27.467","0","0","207.1","6.7","90"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T06:34:21.0000000","2020-03-31T06:34:21.0000000","59.960390","10.638264","48","0.254","0","225.382","96","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T06:44:19.0000000","2020-03-31T06:44:19.0000000","59.960203","10.638454","17.261","0","0","206.7","4.3","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T07:29:00.0000000","2020-03-31T07:30:23.0000000","59.960594","10.639002","48","0.319","0.934","207.6","4.5","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T07:30:23.0000000","2020-03-31T07:32:20.0000000","59.960201","10.638450","17.288","0","0","206.9","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T07:32:20.0000000","2020-03-31T07:33:01.0000000","59.960367","10.638643","8","0.522","1.155","207.1","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T07:33:01.0000000","2020-03-31T07:33:01.0000000","59.960203","10.638469","17.558","0","0","207.1","3.9","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T07:38:44.0000000","2020-03-31T07:38:44.0000000","59.960250","10.638693","32.725","0.118","1.164","206.9","3.7","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T07:44:51.0000000","2020-03-31T07:44:51.0000000","59.960202","10.638469","17.599","0","0","207.1","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T08:49:46.0000000","2020-03-31T08:49:46.0000000","59.960012","10.638533","11.856","2.153","0","206.9","3.7","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T08:51:53.0000000","2020-03-31T08:51:53.0000000","59.960186","10.638460","17.167","0.386","0","206.9","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T09:09:28.0000000","2020-03-31T09:09:28.0000000","59.960778","10.638414","449.992","0","-1","207.6","4.5","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:11:29.0000000","2020-03-31T10:11:29.0000000","59.960203","10.638425","16.823","0","0","206.9","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:51:50.0000000","2020-03-31T10:52:22.0000000","59.959757","10.638961","25.9","0.97","0","204","5.1","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:52:22.0000000","2020-03-31T10:53:32.0000000","59.959374","10.638743","33.152","1.381","0","197.1","4.4","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:52:26.0000000","2020-03-31T10:53:01.0000000","59.959442","10.639036","36.953","0","0","0","0","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:53:01.0000000","2020-03-31T10:53:51.0000000","59.959759","10.638372","51.218","0","0","197.9","2.1","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:53:32.0000000","2020-03-31T10:56:37.0000000","59.959022","10.638644","17.563","0.384","0","195.8","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:53:51.0000000","2020-03-31T10:55:43.0000000","59.959000","10.638368","25.91","0","0","199.465","100","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:55:43.0000000","2020-03-31T10:57:01.0000000","59.959186","10.638715","3.9","0.141","0.517","233.06","10.95","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:56:37.0000000","2020-03-31T10:57:12.0000000","59.959369","10.638268","35.962","1.012","0","199.4","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:57:01.0000000","2020-03-31T10:57:27.0000000","59.959602","10.639294","30.712","1.086","1.298","206.4","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:57:12.0000000","2020-03-31T10:57:33.0000000","59.959708","10.639399","28.805","0.79","0","207.7","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:57:27.0000000","2020-03-31T10:58:05.0000000","59.959861","10.639571","20.346","1.362","0","206.6","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:57:33.0000000","2020-03-31T10:58:25.0000000","59.959883","10.638645","20.979","0.513","0","204","3.8","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T10:58:05.0000000","2020-03-31T11:06:08.0000000","59.960107","10.638763","28.648","1.088","0","206.9","4.5","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:58:25.0000000","2020-03-31T11:10:35.0000000","59.960200","10.638458","19.995","2.083","0","206.9","3.7","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:58:25.0000000","2020-03-31T13:00:53.0000000","59.960200","10.638458","19.995","2.083","0","206.9","3.7","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T10:58:25.0000000","2020-03-31T11:21:35.0000000","59.960200","10.638458","19.995","2.083","0","206.9","3.7","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T11:06:08.0000000","2020-03-31T11:06:29.0000000","59.959320","10.638609","14.558","0.217","2.046","206.9","3.2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T11:06:29.0000000","2020-03-31T11:06:55.0000000","59.960215","10.638507","27.345","0","0","207.6","6","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T11:10:47.0000000","2020-03-31T11:10:47.0000000","59.959522","10.639474","290.795","0","0","206.9","3.9","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T11:12:52.0000000","2020-03-31T11:12:52.0000000","59.960214","10.638486","24.451","0","0","207.8","3","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T11:13:12.0000000","2020-03-31T11:13:12.0000000","59.960264","10.638696","48","0.119","0.607","207.8","3","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T11:13:32.0000000","2020-03-31T11:13:32.0000000","59.960219","10.638508","26.379","0.119","0","207.1","3","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T12:57:54.0000000","2020-03-31T12:57:54.0000000","59.960078","10.638524","85.923","2.555","0","206.9","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T13:00:53.0000000","2020-03-31T13:01:19.0000000","59.960561","10.638789","24","0.513","0","206.9","4.3","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T13:00:53.0000000","2020-03-31T13:01:06.0000000","59.960561","10.638789","24","0.513","0","206.9","4.3","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T13:01:19.0000000","2020-03-31T13:01:19.0000000","59.960222","10.638526","24.392","1.172","0","207.6","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T13:01:19.0000000","2020-03-31T17:27:16.0000000","59.960222","10.638526","24.392","1.172","0","207.6","2","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T16:03:46.0000000","2020-03-31T16:03:46.0000000","59.959966","10.638397","48","0.615","1.549","207.6","4.5","91"
"5964e234729011ea80ea42a51fad92d3","2020-03-31T16:56:04.0000000","2020-03-31T16:56:04.0000000","59.960214","10.638405","17.429","0","0","207.6","4.5","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:27:16.0000000","2020-03-31T17:28:02.0000000","59.960446","10.638132","25.788","2.01","0","206.9","3.5","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:28:02.0000000","2020-03-31T17:28:28.0000000","59.960869","10.638077","27.522","1.272","0","207.6","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:28:28.0000000","2020-03-31T17:29:04.0000000","59.961158","10.638011","20.209","0.384","0","206.9","3","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:29:04.0000000","2020-03-31T17:29:42.0000000","59.961684","10.637627","24.181","1.531","0","204.4","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:29:42.0000000","2020-03-31T17:29:52.0000000","59.961083","10.637853","52.833","0.41","0","205.8","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:29:52.0000000","2020-03-31T17:30:35.0000000","59.961421","10.636989","26.389","0.574","0","204.1","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:30:35.0000000","2020-03-31T17:30:57.0000000","59.961557","10.636214","33.577","2.426","0","204.3","2","91"
"5a749cc4724911ea86d7ee3617b084b4","2020-03-31T17:30:57.0000000","2020-03-31T17:31:32.0000000","59.961578","10.635062","21.723","1.473","0","204.3","2","91"
